model,control,task,repeat,full_pass,control_pass,difference
v4,no_grounding,eda_203,3,False,False,0
v4,no_grounding,eda_203,2,False,False,0
v4,no_grounding,eda_009,1,True,True,0
v4,no_grounding,eda_009,3,True,True,0
v4,no_grounding,eda_009,2,True,True,0
v4,no_grounding,eda_204,1,False,False,0
v4,no_grounding,eda_204,3,False,False,0
v4,no_grounding,eda_204,2,True,False,1
v4,no_grounding,eda_007,1,False,False,0
v4,no_grounding,eda_007,3,False,False,0
v4,no_grounding,eda_007,2,False,False,0
v4,no_grounding,eda_006,1,True,True,0
v4,no_grounding,eda_006,3,True,True,0
v4,no_grounding,eda_006,2,True,True,0
v4,no_grounding,eda_008,1,True,False,1
v4,no_grounding,eda_008,3,True,True,0
v4,no_grounding,eda_008,2,False,True,-1
v4,no_grounding,eda_037,1,True,True,0
v4,no_grounding,eda_037,3,True,True,0
v4,no_grounding,eda_037,2,True,True,0
v4,no_grounding,eda_205,1,False,False,0
v4,no_grounding,eda_205,3,False,False,0
v4,no_grounding,eda_205,2,False,False,0
v4,no_grounding,eda_202,1,False,True,-1
v4,no_grounding,eda_202,3,True,True,0
v4,no_grounding,eda_202,2,False,False,0
v4,no_preparation,eda_016,1,True,True,0
v4,no_preparation,eda_016,3,True,True,0
v4,no_preparation,eda_016,2,True,True,0
v4,no_preparation,eda_027,1,True,True,0
v4,no_preparation,eda_027,3,True,True,0
v4,no_preparation,eda_027,2,True,True,0
v4,no_preparation,eda_010,1,True,True,0
v4,no_preparation,eda_010,3,True,True,0
v4,no_preparation,eda_010,2,True,True,0
v4,no_preparation,eda_207,1,True,True,0
v4,no_preparation,eda_207,3,True,True,0
v4,no_preparation,eda_207,2,True,True,0
v4,no_preparation,eda_209,1,True,True,0
v4,no_preparation,eda_209,3,True,False,1
v4,no_preparation,eda_209,2,True,True,0
v4,no_preparation,eda_208,1,True,True,0
v4,no_preparation,eda_208,3,True,True,0
v4,no_preparation,eda_208,2,True,True,0
v4,no_preparation,eda_005,1,True,True,0
v4,no_preparation,eda_005,3,True,True,0
v4,no_preparation,eda_005,2,True,True,0
v4,no_preparation,eda_201,1,True,True,0
v4,no_preparation,eda_201,3,True,False,1
v4,no_preparation,eda_201,2,True,True,0
v4,no_preparation,eda_206,1,True,True,0
v4,no_preparation,eda_206,3,True,True,0
v4,no_preparation,eda_206,2,True,False,1
v4,no_preparation,eda_024,1,True,True,0
v4,no_preparation,eda_024,3,False,True,-1
v4,no_preparation,eda_024,2,False,True,-1
v4,no_preparation,eda_210,1,False,False,0
v4,no_preparation,eda_210,3,True,True,0
v4,no_preparation,eda_210,2,True,True,0
v4,no_preparation,eda_203,1,False,False,0
v4,no_preparation,eda_203,3,False,False,0
v4,no_preparation,eda_203,2,False,False,0
v4,no_preparation,eda_009,1,True,True,0
v4,no_preparation,eda_009,3,True,True,0
v4,no_preparation,eda_009,2,True,True,0
v4,no_preparation,eda_204,1,False,False,0
v4,no_preparation,eda_204,3,False,False,0
v4,no_preparation,eda_204,2,True,False,1
v4,no_preparation,eda_007,1,False,True,-1
v4,no_preparation,eda_007,3,False,False,0
v4,no_preparation,eda_007,2,False,False,0
v4,no_preparation,eda_006,1,True,False,1
v4,no_preparation,eda_006,3,True,False,1
v4,no_preparation,eda_006,2,True,False,1
v4,no_preparation,eda_008,1,True,True,0
v4,no_preparation,eda_008,3,True,True,0
v4,no_preparation,eda_008,2,False,False,0
v4,no_preparation,eda_037,1,True,True,0
v4,no_preparation,eda_037,3,True,True,0
v4,no_preparation,eda_037,2,True,True,0
v4,no_preparation,eda_205,1,False,False,0
v4,no_preparation,eda_205,3,False,False,0
v4,no_preparation,eda_205,2,False,False,0
v4,no_preparation,eda_202,1,False,False,0
v4,no_preparation,eda_202,3,True,False,1
v4,no_preparation,eda_202,2,False,False,0
v4,spicepilot,eda_016,1,True,True,0
v4,spicepilot,eda_016,3,True,True,0
v4,spicepilot,eda_016,2,True,True,0
v4,spicepilot,eda_027,1,True,False,1
v4,spicepilot,eda_027,3,True,False,1
v4,spicepilot,eda_027,2,True,False,1
v4,spicepilot,eda_010,1,True,True,0
v4,spicepilot,eda_010,3,True,True,0
v4,spicepilot,eda_010,2,True,True,0
v4,spicepilot,eda_207,1,True,True,0
v4,spicepilot,eda_207,3,True,True,0
v4,spicepilot,eda_207,2,True,True,0
v4,spicepilot,eda_209,1,True,True,0
v4,spicepilot,eda_209,3,True,True,0
v4,spicepilot,eda_209,2,True,True,0
v4,spicepilot,eda_208,1,True,True,0
v4,spicepilot,eda_208,3,True,True,0
v4,spicepilot,eda_208,2,True,True,0
v4,spicepilot,eda_005,1,True,True,0
v4,spicepilot,eda_005,3,True,True,0
v4,spicepilot,eda_005,2,True,True,0
v4,spicepilot,eda_201,1,True,True,0
v4,spicepilot,eda_201,3,True,True,0
v4,spicepilot,eda_201,2,True,True,0
v4,spicepilot,eda_206,1,True,False,1
v4,spicepilot,eda_206,3,True,False,1
v4,spicepilot,eda_206,2,True,False,1
v4,spicepilot,eda_024,1,True,False,1
v4,spicepilot,eda_024,3,False,False,0
v4,spicepilot,eda_024,2,False,False,0
v4,spicepilot,eda_210,1,False,True,-1
v4,spicepilot,eda_210,3,True,True,0
v4,spicepilot,eda_210,2,True,True,0
v4,spicepilot,eda_203,1,False,False,0
v4,spicepilot,eda_203,3,False,False,0
v4,spicepilot,eda_203,2,False,False,0
v4,spicepilot,eda_009,1,True,True,0
v4,spicepilot,eda_009,3,True,True,0
v4,spicepilot,eda_009,2,True,True,0
v4,spicepilot,eda_204,1,False,False,0
v4,spicepilot,eda_204,3,False,False,0
v4,spicepilot,eda_204,2,True,False,1
v4,spicepilot,eda_007,1,False,False,0
v4,spicepilot,eda_007,3,False,False,0
v4,spicepilot,eda_007,2,False,False,0
v4,spicepilot,eda_006,1,True,False,1
v4,spicepilot,eda_006,3,True,False,1
v4,spicepilot,eda_006,2,True,False,1
v4,spicepilot,eda_008,1,True,False,1
v4,spicepilot,eda_008,3,True,False,1
v4,spicepilot,eda_008,2,False,False,0
v4,spicepilot,eda_037,1,True,True,0
v4,spicepilot,eda_037,3,True,True,0
v4,spicepilot,eda_037,2,True,True,0
v4,spicepilot,eda_205,1,False,False,0
v4,spicepilot,eda_205,3,False,False,0
v4,spicepilot,eda_205,2,False,True,-1
v4,spicepilot,eda_202,1,False,True,-1
v4,spicepilot,eda_202,3,True,True,0
v4,spicepilot,eda_202,2,False,True,-1
