model,task,repeat,arm,attempt,passed,failure_stage,detail,deck,record
v4,eda_027,2,no_family_prompts,3,False,specification,"condition 1: measured=1326.5788, target=1000, relative tolerance=0.2; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (0)=0 V, negative input (INN)=0.0152492 V, supplies=0 to 12 V, output (OUT)=0.0303668 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/v4/eda_027/2/no_family_prompts/record.json
v4,eda_027,2,no_grounding,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_027/2/no_grounding/record.json
v4,eda_010,1,full,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/1/full/record.json
v4,eda_010,1,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/1/no_preparation/record.json
v4,eda_010,1,no_cleanup,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/1/no_cleanup/record.json
v4,eda_010,1,equal_call,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/1/equal_call/record.json
v4,eda_010,1,no_family_prompts,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/1/no_family_prompts/record.json
v4,eda_010,1,no_grounding,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/1/no_grounding/record.json
v4,eda_010,3,full,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/3/full/record.json
v4,eda_010,3,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/3/no_preparation/record.json
v4,eda_010,3,no_cleanup,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/3/no_cleanup/record.json
v4,eda_010,3,equal_call,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/3/equal_call/record.json
v4,eda_010,3,no_family_prompts,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/3/no_family_prompts/record.json
v4,eda_010,3,no_grounding,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/3/no_grounding/record.json
v4,eda_010,2,full,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/2/full/record.json
v4,eda_010,2,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/2/no_preparation/record.json
v4,eda_010,2,no_cleanup,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/2/no_cleanup/record.json
v4,eda_010,2,equal_call,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/2/equal_call/record.json
v4,eda_010,2,no_family_prompts,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/2/no_family_prompts/record.json
v4,eda_010,2,no_grounding,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_010/2/no_grounding/record.json
v4,eda_207,1,full,1,False,parse,"reverse_zener: required topology not found
condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD
D_PART1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_207/1/full/record.json
v4,eda_207,1,full,2,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_207/1/full/record.json
v4,eda_207,1,full,3,True,,,attempt_3/submitted.cir,records/units/v4/eda_207/1/full/record.json
v4,eda_207,1,no_preparation,1,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.45169662, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.4595342, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZ Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_207/1/no_preparation/record.json
v4,eda_207,1,no_preparation,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_207/1/no_preparation/record.json
v4,eda_207,1,no_cleanup,1,False,parse,"reverse_zener: required topology not found
condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD
D_PART1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_207/1/no_cleanup/record.json
v4,eda_207,1,no_cleanup,2,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_207/1/no_cleanup/record.json
v4,eda_207,1,no_cleanup,3,True,,,attempt_3/submitted.cir,records/units/v4/eda_207/1/no_cleanup/record.json
v4,eda_207,1,equal_call,1,False,parse,"reverse_zener: required topology not found
condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD
D_PART1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_207/1/equal_call/record.json
v4,eda_207,1,equal_call,2,False,parse,"reverse_zener: required topology not found
condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD
D_PART1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_2/submitted.cir,records/units/v4/eda_207/1/equal_call/record.json
v4,eda_207,1,equal_call,3,False,parse,"reverse_zener: required topology not found
condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD
D_PART1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_3/submitted.cir,records/units/v4/eda_207/1/equal_call/record.json
v4,eda_207,1,no_family_prompts,1,False,parse,unsupported top-level circuit element: op,attempt_1/submitted.cir,records/units/v4/eda_207/1/no_family_prompts/record.json
v4,eda_207,1,no_family_prompts,2,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_207/1/no_family_prompts/record.json
v4,eda_207,1,no_family_prompts,3,True,,,attempt_3/submitted.cir,records/units/v4/eda_207/1/no_family_prompts/record.json
v4,eda_207,1,no_grounding,1,False,parse,use the fixed model catalog without local model/subcircuit definitions,attempt_1/submitted.cir,records/units/v4/eda_207/1/no_grounding/record.json
v4,eda_207,1,no_grounding,2,False,parse,"condition_1_load_connections: required topology not found
condition_1_VDD_connections: required topology not found
condition_2_load_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_2/submitted.cir,records/units/v4/eda_207/1/no_grounding/record.json
v4,eda_207,1,no_grounding,3,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_3/submitted.cir,records/units/v4/eda_207/1/no_grounding/record.json
v4,eda_207,3,full,1,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_207/3/full/record.json
v4,eda_207,3,full,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_207/3/full/record.json
v4,eda_207,3,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_207/3/no_preparation/record.json
v4,eda_207,3,no_cleanup,1,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_207/3/no_cleanup/record.json
v4,eda_207,3,no_cleanup,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_207/3/no_cleanup/record.json
v4,eda_207,3,equal_call,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_207/3/equal_call/record.json
v4,eda_207,3,equal_call,2,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_207/3/equal_call/record.json
v4,eda_207,3,no_family_prompts,1,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_207/3/no_family_prompts/record.json
v4,eda_207,3,no_family_prompts,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_207/3/no_family_prompts/record.json
v4,eda_207,3,no_grounding,1,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_207/3/no_grounding/record.json
v4,eda_207,3,no_grounding,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_207/3/no_grounding/record.json
v4,eda_207,2,full,1,False,parse,"reverse_zener: required topology not found
condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD
D_PART1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_207/2/full/record.json
v4,eda_207,2,full,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_207/2/full/record.json
v4,eda_207,2,no_preparation,1,False,specification,"reverse_zener: required topology not found
condition 1: measured=0.45169662, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.4595342, target=5.1, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZ Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_207/2/no_preparation/record.json
v4,eda_207,2,no_preparation,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_207/2/no_preparation/record.json
v4,eda_207,2,no_cleanup,1,False,parse,use the fixed model catalog without local model/subcircuit definitions,attempt_1/submitted.cir,records/units/v4/eda_207/2/no_cleanup/record.json
v4,eda_207,2,no_cleanup,2,False,parse,"condition_1_load_connections: required topology not found
condition_1_VDD_connections: required topology not found
condition_2_load_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_2/submitted.cir,records/units/v4/eda_207/2/no_cleanup/record.json
v4,eda_207,2,no_cleanup,3,True,,,attempt_3/submitted.cir,records/units/v4/eda_207/2/no_cleanup/record.json
v4,eda_207,2,equal_call,1,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_207/2/equal_call/record.json
v4,eda_207,2,equal_call,2,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_207/2/equal_call/record.json
v4,eda_207,2,no_family_prompts,1,False,parse,unsupported top-level circuit element: print,attempt_1/submitted.cir,records/units/v4/eda_207/2/no_family_prompts/record.json
v4,eda_207,2,no_family_prompts,2,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_207/2/no_family_prompts/record.json
v4,eda_207,2,no_family_prompts,3,True,,,attempt_3/submitted.cir,records/units/v4/eda_207/2/no_family_prompts/record.json
v4,eda_207,2,no_grounding,1,False,parse,"reverse_zener: required topology not found
condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD
D_PART1 Zener actual terminals: anode=OUT, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_207/2/no_grounding/record.json
v4,eda_207,2,no_grounding,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_207/2/no_grounding/record.json
v4,eda_209,1,full,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/1/full/record.json
v4,eda_209,1,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/1/no_preparation/record.json
v4,eda_209,1,no_cleanup,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/1/no_cleanup/record.json
v4,eda_209,1,equal_call,1,False,specification,"condition 1: measured=0.016689586, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=1.66701 V, negative input (SENSE)=1.66896 V, supplies=0 to 5 V, output (GATE)=2.85061 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/submitted.cir,records/units/v4/eda_209/1/equal_call/record.json
v4,eda_209,1,no_family_prompts,1,False,specification,"condition 1: measured=0.05192487, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=0.0500513 V, negative input (SENSE)=0.0519249 V, supplies=0 to 5 V, output (GATE)=1.36989 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/submitted.cir,records/units/v4/eda_209/1/no_family_prompts/record.json
v4,eda_209,1,no_family_prompts,2,False,specification,"condition 1: measured=0.05192487, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=0.0500513 V, negative input (SENSE)=0.0519249 V, supplies=0 to 5 V, output (GATE)=1.36989 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/submitted.cir,records/units/v4/eda_209/1/no_family_prompts/record.json
v4,eda_209,1,no_family_prompts,3,False,specification,"condition 1: measured=0.05192487, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=0.0500513 V, negative input (SENSE)=0.0519249 V, supplies=0 to 5 V, output (GATE)=1.36989 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/v4/eda_209/1/no_family_prompts/record.json
v4,eda_209,1,no_grounding,1,False,specification,"condition 1: measured=0.0088759466, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=2.50026 V, negative input (SENSE)=2.50225 V, supplies=0 to 5 V, output (GATE)=3.63524 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/submitted.cir,records/units/v4/eda_209/1/no_grounding/record.json
v4,eda_209,1,no_grounding,2,False,specification,"condition 1: measured=0.008945234, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=0.250049 V, negative input (SENSE)=0.251933 V, supplies=0 to 5 V, output (GATE)=1.38398 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/submitted.cir,records/units/v4/eda_209/1/no_grounding/record.json
v4,eda_209,1,no_grounding,3,False,specification,"condition 1: measured=0.0089068786, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=0.500047 V, negative input (SENSE)=0.501942 V, supplies=0 to 5 V, output (GATE)=1.63386 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/v4/eda_209/1/no_grounding/record.json
v4,eda_209,3,full,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/3/full/record.json
v4,eda_209,3,no_preparation,1,False,,,,records/units/v4/eda_209/3/no_preparation/record.json
v4,eda_209,3,no_preparation,2,False,specification,"opamp_nmos_sense_loop: required topology not found
condition 1: measured=0.01187855, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
VLOAD actual terminals: positive=NLED, negative=NPROBE.
VLOAD negative terminal must connect to the pass-device drain/collector at OUT, not ground.
DLED LED actual terminals: anode=VCC, cathode=NLED.
M1 terminals: drain=OUT, gate=GATE, source=VSENSE, bulk=0.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: X1 DC: positive input (VREF)=0.0100052 V, negative input (VSENSE)=0.0118786 V, supplies=0 to 5 V, output (GATE)=1.16387 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/submitted.cir,records/units/v4/eda_209/3/no_preparation/record.json
v4,eda_209,3,no_preparation,3,False,specification,"opamp_nmos_sense_loop: required topology not found
condition 1: measured=0.01187855, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
VLOAD actual terminals: positive=NLED, negative=OUT.
DLED LED actual terminals: anode=VCC, cathode=NLED.
M1 terminals: drain=OUT_SENSE, gate=GATE, source=VSENSE, bulk=0.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: X1 DC: positive input (VREF)=0.0100052 V, negative input (VSENSE)=0.0118786 V, supplies=0 to 5 V, output (GATE)=1.16387 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/v4/eda_209/3/no_preparation/record.json
v4,eda_209,3,no_cleanup,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/3/no_cleanup/record.json
v4,eda_209,3,equal_call,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/3/equal_call/record.json
v4,eda_209,3,no_family_prompts,1,False,specification,"condition 1: measured=2.7036405, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=2.49095 V, negative input (SENSE)=0.675911 V, supplies=0 to 5 V, output (GATE)=4.02477 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/submitted.cir,records/units/v4/eda_209/3/no_family_prompts/record.json
v4,eda_209,3,no_family_prompts,2,False,specification,"condition 1: measured=2.7036405, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=2.49095 V, negative input (SENSE)=0.675911 V, supplies=0 to 5 V, output (GATE)=4.02477 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/submitted.cir,records/units/v4/eda_209/3/no_family_prompts/record.json
v4,eda_209,3,no_family_prompts,3,False,specification,"condition 1: measured=2.7036405, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=2.49095 V, negative input (SENSE)=0.675911 V, supplies=0 to 5 V, output (GATE)=4.02477 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/v4/eda_209/3/no_family_prompts/record.json
v4,eda_209,3,no_grounding,1,False,specification,"condition 1: measured=0.016689586, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (REF)=1.66701 V, negative input (SENSE)=1.66896 V, supplies=0 to 5 V, output (GATE)=2.85061 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/submitted.cir,records/units/v4/eda_209/3/no_grounding/record.json
v4,eda_209,3,no_grounding,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_209/3/no_grounding/record.json
v4,eda_209,2,full,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/2/full/record.json
v4,eda_209,2,no_preparation,1,False,specification,"condition 1: measured=0.0045648141, target=0.01, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X1 DC: positive input (REF)=0.454593 V, negative input (SENSE)=0.456485 V, supplies=0 to 5 V, output (GATE)=1.55089 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/submitted.cir,records/units/v4/eda_209/2/no_preparation/record.json
v4,eda_209,2,no_preparation,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_209/2/no_preparation/record.json
v4,eda_209,2,no_cleanup,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/2/no_cleanup/record.json
v4,eda_209,2,equal_call,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/2/equal_call/record.json
v4,eda_209,2,no_family_prompts,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/2/no_family_prompts/record.json
v4,eda_209,2,no_grounding,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_209/2/no_grounding/record.json
v4,eda_208,1,full,1,False,parse,"condition_1_VDD_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/1/full/record.json
v4,eda_208,1,full,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_208/1/full/record.json
v4,eda_208,1,no_preparation,1,False,specification,"zener_emitter_follower: required topology not found
condition 1: measured=0.00038638191, target=4.4, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.00080881496, target=4.4, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
DZ Zener actual terminals: anode=ZNODE, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_208/1/no_preparation/record.json
v4,eda_208,1,no_preparation,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_208/1/no_preparation/record.json
v4,eda_208,1,no_cleanup,1,False,parse,"condition_1_VDD_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/1/no_cleanup/record.json
v4,eda_208,1,no_cleanup,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_208/1/no_cleanup/record.json
v4,eda_208,1,equal_call,1,False,parse,"condition_1_VDD_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/1/equal_call/record.json
v4,eda_208,1,equal_call,2,False,parse,"condition_1_VDD_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_2/submitted.cir,records/units/v4/eda_208/1/equal_call/record.json
v4,eda_208,1,no_family_prompts,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_208/1/no_family_prompts/record.json
v4,eda_208,1,no_grounding,1,False,parse,"condition_1_VDD_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/1/no_grounding/record.json
v4,eda_208,1,no_grounding,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_208/1/no_grounding/record.json
v4,eda_208,3,full,1,False,parse,"condition_1_load_connections: required topology not found
condition_1_VDD_connections: required topology not found
condition_2_load_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/3/full/record.json
v4,eda_208,3,full,2,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_208/3/full/record.json
v4,eda_208,3,full,3,True,,,attempt_3/submitted.cir,records/units/v4/eda_208/3/full/record.json
v4,eda_208,3,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_208/3/no_preparation/record.json
v4,eda_208,3,no_cleanup,1,False,parse,"condition_1_load_connections: required topology not found
condition_1_VDD_connections: required topology not found
condition_2_load_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/3/no_cleanup/record.json
v4,eda_208,3,no_cleanup,2,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_208/3/no_cleanup/record.json
v4,eda_208,3,no_cleanup,3,True,,,attempt_3/submitted.cir,records/units/v4/eda_208/3/no_cleanup/record.json
v4,eda_208,3,equal_call,1,False,parse,"condition_1_load_connections: required topology not found
condition_1_VDD_connections: required topology not found
condition_2_load_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/3/equal_call/record.json
v4,eda_208,3,equal_call,2,False,parse,"condition_1_load_connections: required topology not found
condition_1_VDD_connections: required topology not found
condition_2_load_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_2/submitted.cir,records/units/v4/eda_208/3/equal_call/record.json
